Label	Question	Meta	Answer	URL	View	Category	Subcategory	Subcat 1	Subcat 2	Subcat 3	Subcat 4	Subcat 5	Subcat 6	Subcat 7	Subcat 8	Subcat 9	Last Edited	Editing User
bg105	What can I spend my Avios on?	"redeem, airport parking, valet, meet and greet, lounge, lounges, attraction tickets, hotels, car hire, car rental, ferries, ferry, holidays, cruise, cruises, holiday, use, buy, superbreak, monarch, flybe, parking, disneyland, disney land, disney, disneyworld, tickets, self-catering, uk holidays, haven, cottages, apartments, australia, america, book, break, breaks, bruges, moscow, russia, northern lights, lapland, lodges, maldives, St Lucia, denmark, boston, vancouver, german markets, switzerland, Dubrovnik, san francisco, denver. nectar"	"You can spend Avios on all sorts of exciting travel and leisure rewards. These include flights, hotels, package holidays, cruises, car hire - as well as lots of little extras, such as cases of wine, days out, theatre tickets, airport lounges and airport parking.*The below products can be booked online using your Avios. Please click on each product for more informationFlights - please click here to see the destinations we fly to. HotelsCar hireTravel insuranceDays out and experiencesTheatre ticketsWine and beerPlease click here to see which airlines we work with.We can also book the below products using your Avios through our Customer Contact Centre. Please call us on 0844 49 333 99 and we'll be happy to help. Please click on each product for more information.Airport parking, Airport lounges, Airport hotels and Holiday transfersPackage holidays with leading tour operatorsTours and SafarisUK holidays, inc. cottages, lodges, boating, hotels and parksDisneyland ParisFlight upgrades - please contact us if you're interested in upgrading your flight.EurostarFerriesCruisesSki holidays*Subject to availability and terms and conditionsIf you complete a booking by phone which could have been made online you may incur additional booking fees."		GBWEB	Spending and Using your Avios	Where to go										16/02/2016	Alicia Price
qed343	Can I use Avios to save money on flights booked directly with British Airways?		"You can use Avios to save money on all European flights when you book directly with British Airways or BA CityFlyer.Depending on the destination, you could save up to £50 per person on seats in all cabins. Up to eight friends and family members can use Avios to save money on the same booking.Click here for more information."		GBMOB;GBWEB	Spending and Using your Avios	Where to go										16/02/2016	Alicia Price
qed302	Which airlines can I fly with using my Avios?	"airline, air partners, flybe, american airlines,   monarch, oneworld, one world, malta, monarch, lingus qantas emirates virgin jet2 easyjet ryanair aurigny"	You can use your Avios to fly with 6 different airlines. We've partnered with these airlines to give you a great choice of airports to fly from and destinations to fly to:Air MaltaAurignyBritish AirwaysFlybeIberiaMonarchFind out more about our airline partners and the routes they offer.Our team can help you find the fastest and easiest route - call us on 0844 49 333 99 or book online.		GBMOB;GBWEB	Spending and Using your Avios	Where to go										16/02/2016	Alicia Price
qed394	How many seats will be available on each flight?	"flights, availability"	There are a minimum number of seats guaranteed on every British Airways operated flight: four World Traveller / Euro Traveller seats and two Club World / Club Europe seats. Reward seat availability is shared between all programmes using the Avios currency.		GBMOB;GBWEB	Spending and Using your Avios	Where to go										27/04/2015	Alicia Price
qed389	Do I need to pay Reward Flight Saver from my local regional airport to London and again from London to European destination?	"connections, uk, regional"	"Yes, you'll need to pay for any UK connecting flight to and from your final European destination with Avios or cash, along with Reward Flight Saver. Long haul flights with British Airways will still include a free connecting flight in the UK."		GBMOB;GBWEB	Spending and Using your Avios	Where to go										27/04/2015	Alicia Price
qed385	When are the new British Airways peak and off-peak travel periods?	"peak, off-peak, prices, flights"	"The new peak and off-peak Avios pricing model is broadly based on the typically busy and quieter travel periods across the British Airways network. Broadly speaking, busy travel periods are the UK Easter, summer and Christmas holiday periods, however there are also peak travel periods in-between these key holidays which reflect other busy travel periods on our network. Reward flight bookings for travel on Tuesdays and Wednesdays will be at off-peak Avios prices throughout the year - even during a busy travel period."		GBMOB;GBWEB	Spending and Using your Avios	Where to go										27/04/2015	Alicia Price
qed224	How many Gift Avios can I order?		"You can order up to 35,000 Gift Avios for each of your friends and relatives every calendar year. However, they can only receive up to 35,000 Gift Avios a year each (i.e. they cannot receive 35,000 Avios from you and 35,000 Avios from someone else). You can purchase Gift Avios on our website here. Please note that it's not possible to transfer your own Avios balance over to another friend/relative's account. "		GBMOB;GBWEB	Purchase Avios	Purchase or Gift Avios										26/09/2014	Alicia Price
bg115	Do I need to purchase my Avios before I book?		"Yes, if you want to use the Avios to pay. But, if you're booking online, you can purchase Avios during the booking process. Avios are normally added instantly, however it can take up to three working days."		GBWEB;GBMOB	Purchase Avios	Purchase or Gift Avios										16/08/2013	George
bg112	Can I get a refund if I've purchased Avios?	purchase bought	"You may cancel a purchase of Avios within seven days of the transaction taking place, unless you've used them. We'll refund you within 30 days. To do this, email us at help@avios.com."		GBMOB;GBWEB	Purchase Avios	Purchase or Gift Avios										16/02/2016	Alicia Price
qed229	Can I cancel Gift Avios?		"You may cancel Gift Avios within seven days of the transaction taking place, unless they've been used by the recipient. To do this, email us at help@avios.com."		GBMOB;GBWEB	Purchase Avios	Purchase or Gift Avios										16/02/2016	Alicia Price
qed227	Can I order Gift Avios if I don't know the recipient's membership number?		"You'll need to ask them for their membership number. If they don't know it, they can contact us on 0344 49 33 49. Please note, we can only give out membership numbers to the account holder and it's not possible to transfer your own Avios balance over to another friend/relative's account."		GBMOB;GBWEB	Purchase Avios	Purchase or Gift Avios										29/01/2015	Alicia Price
bg117	Can I Purchase Avios?	buy	"Yes, you can purchase up to 100,000 Avios for yourself each calendar year. This can be in multiples of 1,000 up to 35,000 Avios and thereafter in multiples of 5,000 Avios, starting at 1,000 Avios costing £31. Purchase Avios and find out prices here."		GBMOB;GBWEB	Purchase Avios	Purchase or Gift Avios										29/10/2015	Alicia Price
bg114	"I've already bought 100,000 Avios this year, but am adding someone to my Avios Household Account - can they purchase this year too?"	buy gift	"Yes. Each member of your Household Account can purchase up to 100,000 Avios a year. You can purchase Avios for yourself or as a gift for another member on our website."		GBMOB;GBWEB	Purchase Avios	Purchase or Gift Avios										29/10/2015	Alicia Price
